indicator,pattern,rate,tiers,seed,mape,flips,n_pairs,coverage,rel_width,n_participants,pds,flow_share
GHG,random,0.2,1,4,15.111449368049868,11.11111111111111,162,94.73684210526315,0.9931762813405818,13,0.22504212742798976,0.13617895451797155
GHG,random,0.2,1,5,14.92741268418575,7.407407407407407,162,100.0,0.8937377641492921,13,0.2527807184438819,0.140680568610694
GHG,random,0.2,1,6,13.097496340650341,8.641975308641975,162,94.73684210526315,0.9032694124814005,13,0.2875870900479542,0.24478765373610709
GHG,random,0.2,1,7,13.206996972660376,11.11111111111111,162,100.0,0.8608369024102821,13,0.29001029001777023,0.2290913066783805
GHG,random,0.2,1,8,15.264051609160962,8.641975308641975,162,94.73684210526315,0.9909553761382077,13,0.26377185864763936,0.20726426611610202
GHG,random,0.2,1,9,9.475461697245427,8.641975308641975,162,100.0,1.0000163627759129,13,0.24778580517159088,0.1381659998317448
GHG,random,0.2,2,0,17.95362537385454,7.407407407407407,162,94.73684210526315,0.8413807896074827,13,0.223846715767757,0.18798547638852128
GHG,random,0.2,2,1,10.933943373566425,7.407407407407407,162,84.21052631578947,0.8917728647095587,13,0.3049768255895884,0.14571075917920714
GHG,random,0.2,2,2,16.353236869203748,9.876543209876543,162,100.0,0.9049478640464653,13,0.2794156681152926,0.18220911209977
GHG,random,0.2,2,3,15.300352509825007,11.11111111111111,162,100.0,0.849800233847142,13,0.2449876643936601,0.2686488102722119
GHG,random,0.2,2,4,17.74874891187646,9.876543209876543,162,100.0,0.8963790570419289,13,0.21483918813577313,0.20728751405364934
GHG,random,0.2,2,5,11.69769471864151,6.790123456790123,162,94.73684210526315,0.9194735790621474,13,0.32001245984640864,0.30430838453091286
GHG,random,0.2,2,6,12.293324402966139,6.790123456790123,162,94.73684210526315,0.8718954114878321,13,0.29265558531990116,0.21614321619474514
GHG,random,0.2,2,7,15.970443937450407,6.172839506172839,162,100.0,0.9522224497507921,13,0.22853069542250534,0.2775659315571185
